timestamp,phase,step,decision_type,decision,rationale,data_source,confidence,outcome
2026-05-01T07:36:21.638Z,report,start,phase_start,report phase started,hostname=baremetal.vc client=baremetal-vc-v9 date=2026-04-30 model=claude-sonnet-4-6,audit-pipeline.js,high,n-a
2026-05-01T07:36:21.638Z,report,0,template_selection,Template: web-audit-suite-template.md,Generic template — no commerce anchor,/Users/tomcranstoun/Documents/MX-hub/mx-audit/results/baremetal.vc/seo_scores.csv,high,pass
2026-05-01T07:36:21.640Z,report,1,placeholder_fill,infill-report.js invoked,template=web-audit-suite-template.md results=/Users/tomcranstoun/Documents/MX-hub/mx-audit/results/baremetal.vc out=/Users/tomcranstoun/Documents/MX-hub/mx-crm/outreach/2026-04-30/.infilled/baremetal-vc-v9.md,infill-report.js,high,n-a
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AGENT_NAME","csv-lookup","Tom Cranstoun",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AGENT_COMPANY","csv-lookup","CogNovaMX Ltd",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AGENT_EMAIL","csv-lookup","info@cognovamx.com",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AGENT_WEBSITE","csv-lookup","https://allabout.network",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AGENT_LEGAL","csv-lookup","",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"CLIENT_NAME","csv-lookup","Baremetal",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"CLIENT_SHORT_NAME","csv-lookup","baremetal-vc-v9",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"CLIENT_URL","csv-lookup","https://baremetal.vc",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"TARGET_URL","csv-lookup","https://baremetal.vc",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DATE","csv-lookup","30 April 2026",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"YEAR","csv-lookup","2026",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"YYYYMMDD","csv-lookup","20260430",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"NUMBER_OF_PAGES_AUDITED","csv-lookup","1",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"NUMBER_OF_PAGES_AUDITED_LABEL","csv-lookup","1 page",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"NAV_PAGES","csv-lookup","1",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"CONTENT_PAGES","csv-lookup","0",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SEO_SCORE","csv-lookup","54",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SEO_CONTENT_SCORE","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"NAV_PAGES_NOTE","csv-lookup","The page marked (nav) is navigational — it routes visitors t",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"URL_DEDUP_NOTE","csv-lookup","",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"URL_CANONICAL_VARIANTS_FINDING","csv-lookup","<!-- REWRITE:↵Write 2 sentences for a client-facing audit re",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_SCORE","csv-lookup","15",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"NUMBER_OF_ISSUES","csv-lookup","17",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_TOTAL_ISSUES","csv-lookup","17",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_TOTAL_CRITICAL","csv-lookup","17",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"WCAG_RECURRING_PATTERNS","csv-lookup","",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_ADJUSTED_SCORE","csv-lookup","0",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"PERFORMANCE_SCORE","csv-lookup","320",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"PERF_SCORE","csv-lookup","90",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"LLM_SCORE","csv-lookup","81",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"LLM_RENDERED_SCORE","csv-lookup","81",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"LLM_GAP","csv-lookup","0",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"MSC_SCORE","csv-lookup","19",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SDQ_SCORE","csv-lookup","0",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DR_SCORE","csv-lookup","10",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"HQ_SCORE","csv-lookup","92",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SR_SCORE","csv-lookup","9",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AR_SCORE","csv-lookup","76",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"PS_SCORE","csv-lookup","92",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"BCR_SCORE","csv-lookup","57",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_SERVED_SCORE","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_SERVED_BAND","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_SERVED_BARE","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_SERVED_TOTAL","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_SERVED_RATIO","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_SERVED_DEPTH","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_SERVED_TOP","not-found","—",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_RENDERED_SCORE","csv-lookup","42",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_RENDERED_BAND","csv-lookup","high",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_RENDERED_BARE","csv-lookup","106",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_RENDERED_TOTAL","csv-lookup","194",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_RENDERED_RATIO","csv-lookup","55",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_RENDERED_DEPTH","csv-lookup","5",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DIV_SOUP_RENDERED_TOP","csv-lookup","`div` (48), `div.dropdown-toggle.w-dropdown-toggle` (16), `d",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SEO_BAND","csv-lookup","Good",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SEO_GRADE","csv-lookup","B",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_BAND","csv-lookup","Needs Improvement",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_GRADE","csv-lookup","D",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_ADJUSTED_BAND","csv-lookup","Needs Improvement",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"A11Y_ADJUSTED_GRADE","csv-lookup","D",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"LLM_SERVED_BAND","csv-lookup","Excellent",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"LLM_SERVED_GRADE","csv-lookup","A",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"LLM_RENDERED_BAND","csv-lookup","Excellent",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"LLM_RENDERED_GRADE","csv-lookup","A",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"MSC_BAND","csv-lookup","Needs Improvement",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"MSC_GRADE","csv-lookup","D",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SDQ_BAND","csv-lookup","Needs Improvement",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"SDQ_GRADE","csv-lookup","D",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DR_BAND","csv-lookup","Needs Improvement",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"DR_GRADE","csv-lookup","D",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"HQ_BAND","csv-lookup","Excellent",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"HQ_GRADE","csv-lookup","A",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AR_BAND","csv-lookup","Excellent",high,pass
2026-05-01T07:36:21Z,report,5-infill,placeholder_fill,"AR_GRADE","csv-lookup","A",high,pass
